"case";"response";"order";"id";"age";"male";"edu";"action";"intention";"contact";"story";"action2"
"ikshi";4;17;"97;432";42;1;"Master's Degree";1;1;0;"shi";1
"ikspe";1;28;"97;432";42;1;"Master's Degree";1;1;0;"spe";1
"ilbox";4;10;"97;432";42;1;"Master's Degree";0;1;0;"box";0
"ilche";4;6;"97;432";42;1;"Master's Degree";0;1;0;"che";0
"ilpon";4;11;"97;432";42;1;"Master's Degree";0;1;0;"pon";0
"ilsha";4;21;"97;432";42;1;"Master's Degree";0;1;0;"sha";0
"ilshi";4;26;"97;432";42;1;"Master's Degree";0;1;0;"shi";0
"ilswi";4;24;"97;432";42;1;"Master's Degree";0;1;0;"swi";0
"nfrub";4;7;"97;432";42;1;"Master's Degree";1;0;0;"rub";1
"cfaqu";4;31;"97;436";30;1;"Some College";0;0;1;"aqu";1
"cfbur";4;2;"97;436";30;1;"Some College";0;0;1;"bur";1
"cfrub";4;17;"97;436";30;1;"Some College";0;0;1;"rub";1
"cibox";4;1;"97;436";30;1;"Some College";0;1;1;"box";1
"cibur";4;29;"97;436";30;1;"Some College";0;1;1;"bur";1
"cispe";4;24;"97;436";30;1;"Some College";0;1;1;"spe";1
"fkaqu";4;4;"97;436";30;1;"Some College";1;0;0;"aqu";1
"fkboa";4;21;"97;436";30;1;"Some College";1;0;0;"boa";1
"fkbox";4;10;"97;436";30;1;"Some College";1;0;0;"box";1
"fkbur";4;11;"97;436";30;1;"Some College";1;0;0;"bur";1
"fkcar";4;6;"97;436";30;1;"Some College";1;0;0;"car";1
"fkspe";4;14;"97;436";30;1;"Some College";1;0;0;"spe";1
"fkswi";4;19;"97;436";30;1;"Some College";1;0;0;"swi";1
"flboa";4;30;"97;436";30;1;"Some College";0;0;0;"boa";0
"flcar";4;15;"97;436";30;1;"Some College";0;0;0;"car";0
"flche";4;18;"97;436";30;1;"Some College";0;0;0;"che";0
"flsha";2;3;"97;436";30;1;"Some College";0;0;0;"sha";0
"flswi";4;28;"97;436";30;1;"Some College";0;0;0;"swi";0
"ikbox";4;32;"97;436";30;1;"Some College";1;1;0;"box";1
"ikbur";4;20;"97;436";30;1;"Some College";1;1;0;"bur";1
"ikpon";4;13;"97;436";30;1;"Some College";1;1;0;"pon";1
"ikshi";4;16;"97;436";30;1;"Some College";1;1;0;"shi";1
"ikspe";4;5;"97;436";30;1;"Some College";1;1;0;"spe";1
"ilbox";4;23;"97;436";30;1;"Some College";0;1;0;"box";0
"ilche";2;27;"97;436";30;1;"Some College";0;1;0;"che";0
"ilpon";4;22;"97;436";30;1;"Some College";0;1;0;"pon";0
"ilsha";4;12;"97;436";30;1;"Some College";0;1;0;"sha";0
"ilshi";2;7;"97;436";30;1;"Some College";0;1;0;"shi";0
"ilswi";4;9;"97;436";30;1;"Some College";0;1;0;"swi";0
"nfrub";4;26;"97;436";30;1;"Some College";1;0;0;"rub";1
"cfaqu";5;13;"97;437";25;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";4;1;"97;437";25;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";5;26;"97;437";25;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";3;21;"97;437";25;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";3;10;"97;437";25;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";3;6;"97;437";25;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";5;4;"97;437";25;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";3;22;"97;437";25;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";3;11;"97;437";25;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";5;19;"97;437";25;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";3;3;"97;437";25;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";4;24;"97;437";25;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";5;8;"97;437";25;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";6;31;"97;437";25;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";5;12;"97;437";25;1;"Bachelor's Degree";0;0;0;"car";0
"flche";5;29;"97;437";25;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";5;5;"97;437";25;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";1;27;"97;437";25;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";3;30;"97;437";25;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";3;28;"97;437";25;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";3;32;"97;437";25;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";7;16;"97;437";25;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";4;14;"97;437";25;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";5;2;"97;437";25;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";5;20;"97;437";25;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";5;23;"97;437";25;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";5;15;"97;437";25;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";2;7;"97;437";25;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";5;18;"97;437";25;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";5;17;"97;437";25;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";5;13;"97;438";23;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";6;1;"97;438";23;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";6;26;"97;438";23;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";4;21;"97;438";23;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";6;10;"97;438";23;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";4;6;"97;438";23;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";6;4;"97;438";23;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";6;22;"97;438";23;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";3;11;"97;438";23;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";6;19;"97;438";23;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";5;3;"97;438";23;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";6;24;"97;438";23;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";6;8;"97;438";23;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";6;31;"97;438";23;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";5;12;"97;438";23;1;"Bachelor's Degree";0;0;0;"car";0
"flche";6;29;"97;438";23;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";5;5;"97;438";23;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";5;27;"97;438";23;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";5;30;"97;438";23;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";6;28;"97;438";23;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";4;32;"97;438";23;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";4;16;"97;438";23;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";5;14;"97;438";23;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";3;2;"97;438";23;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";6;20;"97;438";23;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";7;23;"97;438";23;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";5;15;"97;438";23;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;7;"97;438";23;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";5;18;"97;438";23;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";5;17;"97;438";23;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";5;2;"97;439";32;1;"Master's Degree";0;0;1;"aqu";1
"cfbur";5;31;"97;439";32;1;"Master's Degree";0;0;1;"bur";1
"cfrub";6;16;"97;439";32;1;"Master's Degree";0;0;1;"rub";1
"cibox";2;32;"97;439";32;1;"Master's Degree";0;1;1;"box";1
"cibur";3;4;"97;439";32;1;"Master's Degree";0;1;1;"bur";1
"cispe";3;9;"97;439";32;1;"Master's Degree";0;1;1;"spe";1
"fkaqu";4;29;"97;439";32;1;"Master's Degree";1;0;0;"aqu";1
"fkboa";5;12;"97;439";32;1;"Master's Degree";1;0;0;"boa";1
"fkbox";5;23;"97;439";32;1;"Master's Degree";1;0;0;"box";1
"fkbur";5;22;"97;439";32;1;"Master's Degree";1;0;0;"bur";1
"fkcar";5;27;"97;439";32;1;"Master's Degree";1;0;0;"car";1
"fkspe";6;19;"97;439";32;1;"Master's Degree";1;0;0;"spe";1
"fkswi";6;14;"97;439";32;1;"Master's Degree";1;0;0;"swi";1
"flboa";6;3;"97;439";32;1;"Master's Degree";0;0;0;"boa";0
"flcar";6;18;"97;439";32;1;"Master's Degree";0;0;0;"car";0
"flche";5;15;"97;439";32;1;"Master's Degree";0;0;0;"che";0
"flsha";5;30;"97;439";32;1;"Master's Degree";0;0;0;"sha";0
"flswi";5;5;"97;439";32;1;"Master's Degree";0;0;0;"swi";0
"ikbox";5;1;"97;439";32;1;"Master's Degree";1;1;0;"box";1
"ikbur";4;13;"97;439";32;1;"Master's Degree";1;1;0;"bur";1
"ikpon";3;20;"97;439";32;1;"Master's Degree";1;1;0;"pon";1
"ikshi";3;17;"97;439";32;1;"Master's Degree";1;1;0;"shi";1
"ikspe";5;28;"97;439";32;1;"Master's Degree";1;1;0;"spe";1
"ilbox";5;10;"97;439";32;1;"Master's Degree";0;1;0;"box";0
"ilche";6;6;"97;439";32;1;"Master's Degree";0;1;0;"che";0
"ilpon";6;11;"97;439";32;1;"Master's Degree";0;1;0;"pon";0
"ilsha";5;21;"97;439";32;1;"Master's Degree";0;1;0;"sha";0
"ilshi";6;26;"97;439";32;1;"Master's Degree";0;1;0;"shi";0
"ilswi";6;24;"97;439";32;1;"Master's Degree";0;1;0;"swi";0
"nfrub";5;7;"97;439";32;1;"Master's Degree";1;0;0;"rub";1
"cfaqu";6;31;"97;441";27;0;"Some College";0;0;1;"aqu";1
"cfbur";7;2;"97;441";27;0;"Some College";0;0;1;"bur";1
"cfrub";7;17;"97;441";27;0;"Some College";0;0;1;"rub";1
"cibox";1;1;"97;441";27;0;"Some College";0;1;1;"box";1
"cibur";6;29;"97;441";27;0;"Some College";0;1;1;"bur";1
"cispe";2;24;"97;441";27;0;"Some College";0;1;1;"spe";1
"fkaqu";7;4;"97;441";27;0;"Some College";1;0;0;"aqu";1
"fkboa";6;21;"97;441";27;0;"Some College";1;0;0;"boa";1
"fkbox";6;10;"97;441";27;0;"Some College";1;0;0;"box";1
"fkbur";7;11;"97;441";27;0;"Some College";1;0;0;"bur";1
"fkcar";6;6;"97;441";27;0;"Some College";1;0;0;"car";1
"fkspe";7;14;"97;441";27;0;"Some College";1;0;0;"spe";1
"fkswi";7;19;"97;441";27;0;"Some College";1;0;0;"swi";1
"flboa";6;30;"97;441";27;0;"Some College";0;0;0;"boa";0
"flcar";6;15;"97;441";27;0;"Some College";0;0;0;"car";0
"flche";7;18;"97;441";27;0;"Some College";0;0;0;"che";0
"flsha";7;3;"97;441";27;0;"Some College";0;0;0;"sha";0
"flswi";7;28;"97;441";27;0;"Some College";0;0;0;"swi";0
"ikbox";4;32;"97;441";27;0;"Some College";1;1;0;"box";1
"ikbur";5;20;"97;441";27;0;"Some College";1;1;0;"bur";1
"ikpon";1;13;"97;441";27;0;"Some College";1;1;0;"pon";1
"ikshi";6;16;"97;441";27;0;"Some College";1;1;0;"shi";1
"ikspe";7;5;"97;441";27;0;"Some College";1;1;0;"spe";1
"ilbox";4;23;"97;441";27;0;"Some College";0;1;0;"box";0
"ilche";7;27;"97;441";27;0;"Some College";0;1;0;"che";0
"ilpon";7;22;"97;441";27;0;"Some College";0;1;0;"pon";0
"ilsha";6;12;"97;441";27;0;"Some College";0;1;0;"sha";0
"ilshi";7;7;"97;441";27;0;"Some College";0;1;0;"shi";0
"ilswi";5;9;"97;441";27;0;"Some College";0;1;0;"swi";0
"nfrub";6;26;"97;441";27;0;"Some College";1;0;0;"rub";1
"cfaqu";6;2;"97;442";27;0;"Some College";0;0;1;"aqu";1
"cfbur";2;31;"97;442";27;0;"Some College";0;0;1;"bur";1
"cfrub";1;16;"97;442";27;0;"Some College";0;0;1;"rub";1
"cibox";1;32;"97;442";27;0;"Some College";0;1;1;"box";1
"cibur";1;4;"97;442";27;0;"Some College";0;1;1;"bur";1
"cispe";1;9;"97;442";27;0;"Some College";0;1;1;"spe";1
"fkaqu";6;29;"97;442";27;0;"Some College";1;0;0;"aqu";1
"fkboa";1;12;"97;442";27;0;"Some College";1;0;0;"boa";1
"fkbox";6;23;"97;442";27;0;"Some College";1;0;0;"box";1
"fkbur";1;22;"97;442";27;0;"Some College";1;0;0;"bur";1
"fkcar";2;27;"97;442";27;0;"Some College";1;0;0;"car";1
"fkspe";1;19;"97;442";27;0;"Some College";1;0;0;"spe";1
"fkswi";5;14;"97;442";27;0;"Some College";1;0;0;"swi";1
"flboa";2;3;"97;442";27;0;"Some College";0;0;0;"boa";0
"flcar";4;18;"97;442";27;0;"Some College";0;0;0;"car";0
"flche";6;15;"97;442";27;0;"Some College";0;0;0;"che";0
"flsha";4;30;"97;442";27;0;"Some College";0;0;0;"sha";0
"flswi";5;5;"97;442";27;0;"Some College";0;0;0;"swi";0
"ikbox";2;1;"97;442";27;0;"Some College";1;1;0;"box";1
"ikbur";1;13;"97;442";27;0;"Some College";1;1;0;"bur";1
"ikpon";2;20;"97;442";27;0;"Some College";1;1;0;"pon";1
"ikshi";7;17;"97;442";27;0;"Some College";1;1;0;"shi";1
"ikspe";1;28;"97;442";27;0;"Some College";1;1;0;"spe";1
"ilbox";6;10;"97;442";27;0;"Some College";0;1;0;"box";0
"ilche";6;6;"97;442";27;0;"Some College";0;1;0;"che";0
"ilpon";4;11;"97;442";27;0;"Some College";0;1;0;"pon";0
"ilsha";2;21;"97;442";27;0;"Some College";0;1;0;"sha";0
"ilshi";4;26;"97;442";27;0;"Some College";0;1;0;"shi";0
"ilswi";5;24;"97;442";27;0;"Some College";0;1;0;"swi";0
"nfrub";1;7;"97;442";27;0;"Some College";1;0;0;"rub";1
"cfaqu";7;20;"97;447";38;1;"Some College";0;0;1;"aqu";1
"cfbur";7;32;"97;447";38;1;"Some College";0;0;1;"bur";1
"cfrub";7;7;"97;447";38;1;"Some College";0;0;1;"rub";1
"cibox";6;12;"97;447";38;1;"Some College";0;1;1;"box";1
"cibur";7;23;"97;447";38;1;"Some College";0;1;1;"bur";1
"cispe";7;27;"97;447";38;1;"Some College";0;1;1;"spe";1
"fkaqu";7;29;"97;447";38;1;"Some College";1;0;0;"aqu";1
"fkboa";7;11;"97;447";38;1;"Some College";1;0;0;"boa";1
"fkbox";7;22;"97;447";38;1;"Some College";1;0;0;"box";1
"fkbur";7;14;"97;447";38;1;"Some College";1;0;0;"bur";1
"fkcar";7;30;"97;447";38;1;"Some College";1;0;0;"car";1
"fkspe";7;9;"97;447";38;1;"Some College";1;0;0;"spe";1
"fkswi";7;25;"97;447";38;1;"Some College";1;0;0;"swi";1
"flboa";7;2;"97;447";38;1;"Some College";0;0;0;"boa";0
"flcar";7;21;"97;447";38;1;"Some College";0;0;0;"car";0
"flche";7;4;"97;447";38;1;"Some College";0;0;0;"che";0
"flsha";7;28;"97;447";38;1;"Some College";0;0;0;"sha";0
"flswi";7;6;"97;447";38;1;"Some College";0;0;0;"swi";0
"ikbox";7;3;"97;447";38;1;"Some College";1;1;0;"box";1
"ikbur";6;5;"97;447";38;1;"Some College";1;1;0;"bur";1
"ikpon";7;1;"97;447";38;1;"Some College";1;1;0;"pon";1
"ikshi";7;17;"97;447";38;1;"Some College";1;1;0;"shi";1
"ikspe";7;19;"97;447";38;1;"Some College";1;1;0;"spe";1
"ilbox";7;31;"97;447";38;1;"Some College";0;1;0;"box";0
"ilche";7;13;"97;447";38;1;"Some College";0;1;0;"che";0
"ilpon";7;10;"97;447";38;1;"Some College";0;1;0;"pon";0
"ilsha";7;18;"97;447";38;1;"Some College";0;1;0;"sha";0
"ilshi";7;26;"97;447";38;1;"Some College";0;1;0;"shi";0
"ilswi";7;15;"97;447";38;1;"Some College";0;1;0;"swi";0
"nfrub";7;16;"97;447";38;1;"Some College";1;0;0;"rub";1
"cfaqu";4;31;"97;450";61;0;"Master's Degree";0;0;1;"aqu";1
"cfbur";4;2;"97;450";61;0;"Master's Degree";0;0;1;"bur";1
"cfrub";4;17;"97;450";61;0;"Master's Degree";0;0;1;"rub";1
"cibox";4;1;"97;450";61;0;"Master's Degree";0;1;1;"box";1
"cibur";4;29;"97;450";61;0;"Master's Degree";0;1;1;"bur";1
"cispe";3;24;"97;450";61;0;"Master's Degree";0;1;1;"spe";1
"fkaqu";4;4;"97;450";61;0;"Master's Degree";1;0;0;"aqu";1
"fkboa";4;21;"97;450";61;0;"Master's Degree";1;0;0;"boa";1
"fkbox";4;10;"97;450";61;0;"Master's Degree";1;0;0;"box";1
"fkbur";4;11;"97;450";61;0;"Master's Degree";1;0;0;"bur";1
"fkcar";4;6;"97;450";61;0;"Master's Degree";1;0;0;"car";1
"fkspe";4;14;"97;450";61;0;"Master's Degree";1;0;0;"spe";1
"fkswi";4;19;"97;450";61;0;"Master's Degree";1;0;0;"swi";1
"flboa";4;30;"97;450";61;0;"Master's Degree";0;0;0;"boa";0
"flcar";4;15;"97;450";61;0;"Master's Degree";0;0;0;"car";0
"flche";4;18;"97;450";61;0;"Master's Degree";0;0;0;"che";0
"flsha";3;3;"97;450";61;0;"Master's Degree";0;0;0;"sha";0
"flswi";4;28;"97;450";61;0;"Master's Degree";0;0;0;"swi";0
"ikbox";4;32;"97;450";61;0;"Master's Degree";1;1;0;"box";1
"ikbur";4;20;"97;450";61;0;"Master's Degree";1;1;0;"bur";1
"ikpon";3;13;"97;450";61;0;"Master's Degree";1;1;0;"pon";1
"ikshi";4;16;"97;450";61;0;"Master's Degree";1;1;0;"shi";1
"ikspe";4;5;"97;450";61;0;"Master's Degree";1;1;0;"spe";1
"ilbox";4;23;"97;450";61;0;"Master's Degree";0;1;0;"box";0
"ilche";4;27;"97;450";61;0;"Master's Degree";0;1;0;"che";0
"ilpon";3;22;"97;450";61;0;"Master's Degree";0;1;0;"pon";0
"ilsha";4;12;"97;450";61;0;"Master's Degree";0;1;0;"sha";0
"ilshi";5;7;"97;450";61;0;"Master's Degree";0;1;0;"shi";0
"ilswi";4;9;"97;450";61;0;"Master's Degree";0;1;0;"swi";0
"nfrub";4;26;"97;450";61;0;"Master's Degree";1;0;0;"rub";1
"cfaqu";3;31;"97;457";19;0;"Some College";0;0;1;"aqu";1
"cfbur";4;2;"97;457";19;0;"Some College";0;0;1;"bur";1
"cfrub";3;17;"97;457";19;0;"Some College";0;0;1;"rub";1
"cibox";4;1;"97;457";19;0;"Some College";0;1;1;"box";1
"cibur";2;29;"97;457";19;0;"Some College";0;1;1;"bur";1
"cispe";1;24;"97;457";19;0;"Some College";0;1;1;"spe";1
"fkaqu";5;4;"97;457";19;0;"Some College";1;0;0;"aqu";1
"fkboa";3;21;"97;457";19;0;"Some College";1;0;0;"boa";1
"fkbox";4;10;"97;457";19;0;"Some College";1;0;0;"box";1
"fkbur";5;11;"97;457";19;0;"Some College";1;0;0;"bur";1
"fkcar";4;6;"97;457";19;0;"Some College";1;0;0;"car";1
"fkspe";4;14;"97;457";19;0;"Some College";1;0;0;"spe";1
"fkswi";3;19;"97;457";19;0;"Some College";1;0;0;"swi";1
"flboa";4;30;"97;457";19;0;"Some College";0;0;0;"boa";0
"flcar";4;15;"97;457";19;0;"Some College";0;0;0;"car";0
"flche";5;18;"97;457";19;0;"Some College";0;0;0;"che";0
"flsha";4;3;"97;457";19;0;"Some College";0;0;0;"sha";0
"flswi";4;28;"97;457";19;0;"Some College";0;0;0;"swi";0
"ikbox";4;32;"97;457";19;0;"Some College";1;1;0;"box";1
"ikbur";3;20;"97;457";19;0;"Some College";1;1;0;"bur";1
"ikpon";2;13;"97;457";19;0;"Some College";1;1;0;"pon";1
"ikshi";5;16;"97;457";19;0;"Some College";1;1;0;"shi";1
"ikspe";3;5;"97;457";19;0;"Some College";1;1;0;"spe";1
"ilbox";4;23;"97;457";19;0;"Some College";0;1;0;"box";0
"ilche";4;27;"97;457";19;0;"Some College";0;1;0;"che";0
"ilpon";5;22;"97;457";19;0;"Some College";0;1;0;"pon";0
"ilsha";3;12;"97;457";19;0;"Some College";0;1;0;"sha";0
"ilshi";4;7;"97;457";19;0;"Some College";0;1;0;"shi";0
"ilswi";4;9;"97;457";19;0;"Some College";0;1;0;"swi";0
"nfrub";3;26;"97;457";19;0;"Some College";1;0;0;"rub";1
"cfaqu";2;31;"97;460";32;1;"Bachelor's Degree";0;0;1;"aqu";1
"cfbur";7;2;"97;460";32;1;"Bachelor's Degree";0;0;1;"bur";1
"cfrub";2;17;"97;460";32;1;"Bachelor's Degree";0;0;1;"rub";1
"cibox";1;1;"97;460";32;1;"Bachelor's Degree";0;1;1;"box";1
"cibur";2;29;"97;460";32;1;"Bachelor's Degree";0;1;1;"bur";1
"cispe";2;24;"97;460";32;1;"Bachelor's Degree";0;1;1;"spe";1
"fkaqu";7;4;"97;460";32;1;"Bachelor's Degree";1;0;0;"aqu";1
"fkboa";2;21;"97;460";32;1;"Bachelor's Degree";1;0;0;"boa";1
"fkbox";7;10;"97;460";32;1;"Bachelor's Degree";1;0;0;"box";1
"fkbur";7;11;"97;460";32;1;"Bachelor's Degree";1;0;0;"bur";1
"fkcar";7;6;"97;460";32;1;"Bachelor's Degree";1;0;0;"car";1
"fkspe";2;14;"97;460";32;1;"Bachelor's Degree";1;0;0;"spe";1
"fkswi";7;19;"97;460";32;1;"Bachelor's Degree";1;0;0;"swi";1
"flboa";2;30;"97;460";32;1;"Bachelor's Degree";0;0;0;"boa";0
"flcar";7;15;"97;460";32;1;"Bachelor's Degree";0;0;0;"car";0
"flche";7;18;"97;460";32;1;"Bachelor's Degree";0;0;0;"che";0
"flsha";7;3;"97;460";32;1;"Bachelor's Degree";0;0;0;"sha";0
"flswi";2;28;"97;460";32;1;"Bachelor's Degree";0;0;0;"swi";0
"ikbox";7;32;"97;460";32;1;"Bachelor's Degree";1;1;0;"box";1
"ikbur";7;20;"97;460";32;1;"Bachelor's Degree";1;1;0;"bur";1
"ikpon";2;13;"97;460";32;1;"Bachelor's Degree";1;1;0;"pon";1
"ikshi";7;16;"97;460";32;1;"Bachelor's Degree";1;1;0;"shi";1
"ikspe";2;5;"97;460";32;1;"Bachelor's Degree";1;1;0;"spe";1
"ilbox";7;23;"97;460";32;1;"Bachelor's Degree";0;1;0;"box";0
"ilche";2;27;"97;460";32;1;"Bachelor's Degree";0;1;0;"che";0
"ilpon";7;22;"97;460";32;1;"Bachelor's Degree";0;1;0;"pon";0
"ilsha";2;12;"97;460";32;1;"Bachelor's Degree";0;1;0;"sha";0
"ilshi";7;7;"97;460";32;1;"Bachelor's Degree";0;1;0;"shi";0
"ilswi";2;9;"97;460";32;1;"Bachelor's Degree";0;1;0;"swi";0
"nfrub";7;26;"97;460";32;1;"Bachelor's Degree";1;0;0;"rub";1
"cfaqu";1;31;"97;464";46;1;"Graduate Degree";0;0;1;"aqu";1
"cfbur";1;2;"97;464";46;1;"Graduate Degree";0;0;1;"bur";1
"cfrub";1;17;"97;464";46;1;"Graduate Degree";0;0;1;"rub";1
"cibox";1;1;"97;464";46;1;"Graduate Degree";0;1;1;"box";1
"cibur";1;29;"97;464";46;1;"Graduate Degree";0;1;1;"bur";1
"cispe";1;24;"97;464";46;1;"Graduate Degree";0;1;1;"spe";1
"fkaqu";7;4;"97;464";46;1;"Graduate Degree";1;0;0;"aqu";1
"fkboa";1;21;"97;464";46;1;"Graduate Degree";1;0;0;"boa";1
"fkbox";1;10;"97;464";46;1;"Graduate Degree";1;0;0;"box";1
"fkbur";1;11;"97;464";46;1;"Graduate Degree";1;0;0;"bur";1
"fkcar";1;6;"97;464";46;1;"Graduate Degree";1;0;0;"car";1
"fkspe";1;14;"97;464";46;1;"Graduate Degree";1;0;0;"spe";1
"fkswi";1;19;"97;464";46;1;"Graduate Degree";1;0;0;"swi";1
"flboa";1;30;"97;464";46;1;"Graduate Degree";0;0;0;"boa";0
"flcar";1;15;"97;464";46;1;"Graduate Degree";0;0;0;"car";0
"flche";4;18;"97;464";46;1;"Graduate Degree";0;0;0;"che";0
"flsha";7;3;"97;464";46;1;"Graduate Degree";0;0;0;"sha";0
"flswi";1;28;"97;464";46;1;"Graduate Degree";0;0;0;"swi";0
"ikbox";1;32;"97;464";46;1;"Graduate Degree";1;1;0;"box";1
"ikbur";1;20;"97;464";46;1;"Graduate Degree";1;1;0;"bur";1
"ikpon";1;13;"97;464";46;1;"Graduate Degree";1;1;0;"pon";1
"ikshi";1;16;"97;464";46;1;"Graduate Degree";1;1;0;"shi";1
"ikspe";1;5;"97;464";46;1;"Graduate Degree";1;1;0;"spe";1
"ilbox";7;23;"97;464";46;1;"Graduate Degree";0;1;0;"box";0
"ilche";1;27;"97;464";46;1;"Graduate Degree";0;1;0;"che";0
"ilpon";7;22;"97;464";46;1;"Graduate Degree";0;1;0;"pon";0
"ilsha";7;12;"97;464";46;1;"Graduate Degree";0;1;0;"sha";0
"ilshi";7;7;"97;464";46;1;"Graduate Degree";0;1;0;"shi";0
"ilswi";7;9;"97;464";46;1;"Graduate Degree";0;1;0;"swi";0
"nfrub";1;26;"97;464";46;1;"Graduate Degree";1;0;0;"rub";1
"cfaqu";1;31;"97;466";33;0;"Some College";0;0;1;"aqu";1
"cfbur";2;2;"97;466";33;0;"Some College";0;0;1;"bur";1
"cfrub";2;17;"97;466";33;0;"Some College";0;0;1;"rub";1
"cibox";1;1;"97;466";33;0;"Some College";0;1;1;"box";1
"cibur";1;29;"97;466";33;0;"Some College";0;1;1;"bur";1
"cispe";1;24;"97;466";33;0;"Some College";0;1;1;"spe";1
"fkaqu";2;4;"97;466";33;0;"Some College";1;0;0;"aqu";1
"fkboa";2;21;"97;466";33;0;"Some College";1;0;0;"boa";1
"fkbox";4;10;"97;466";33;0;"Some College";1;0;0;"box";1
"fkbur";2;11;"97;466";33;0;"Some College";1;0;0;"bur";1
"fkcar";1;6;"97;466";33;0;"Some College";1;0;0;"car";1
"fkspe";1;14;"97;466";33;0;"Some College";1;0;0;"spe";1
"fkswi";2;19;"97;466";33;0;"Some College";1;0;0;"swi";1
"flboa";1;30;"97;466";33;0;"Some College";0;0;0;"boa";0
"flcar";4;15;"97;466";33;0;"Some College";0;0;0;"car";0
"flche";4;18;"97;466";33;0;"Some College";0;0;0;"che";0
"flsha";4;3;"97;466";33;0;"Some College";0;0;0;"sha";0
"flswi";4;28;"97;466";33;0;"Some College";0;0;0;"swi";0
"ikbox";2;32;"97;466";33;0;"Some College";1;1;0;"box";1
"ikbur";2;20;"97;466";33;0;"Some College";1;1;0;"bur";1
"ikpon";1;13;"97;466";33;0;"Some College";1;1;0;"pon";1
"ikshi";2;16;"97;466";33;0;"Some College";1;1;0;"shi";1
"ikspe";1;5;"97;466";33;0;"Some College";1;1;0;"spe";1
"ilbox";4;23;"97;466";33;0;"Some College";0;1;0;"box";0
"ilche";3;27;"97;466";33;0;"Some College";0;1;0;"che";0
"ilpon";4;22;"97;466";33;0;"Some College";0;1;0;"pon";0
"ilsha";2;12;"97;466";33;0;"Some College";0;1;0;"sha";0
"ilshi";4;7;"97;466";33;0;"Some College";0;1;0;"shi";0
"ilswi";1;9;"97;466";33;0;"Some College";0;1;0;"swi";0
