"id";"days_to_event";"date_out";"out_event";"date_in";"in_event";"breed";"color";"intake_age"
"A696223";1;"02/01/2015 09:00:00 AM";"Transfer";"01/31/2015 12:01:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";24
"A761278";40;"12/12/2017 05:46:00 PM";"Adoption";"11/02/2017 09:24:00 AM";"Stray";"Domestic Shorthair Mix";"Tortie/White";4
"A734101";4;"09/05/2016 06:48:00 PM";"Adoption";"09/01/2016 01:13:00 PM";"Stray";"Domestic Longhair Mix";"Black";2
"A726857";4;"05/19/2016 07:30:00 PM";"Transfer";"05/15/2016 02:03:00 PM";"Stray";"Domestic Shorthair Mix";"Cream Tabby/White";48
"A736925";7;"10/26/2016 02:56:00 PM";"Transfer";"10/19/2016 01:03:00 PM";"Stray";"Domestic Shorthair Mix";"Blue/White";4
"A757606";5;"09/09/2017 03:07:00 PM";"Adoption";"09/04/2017 01:52:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"White/Black";2
"A756010";132;"12/22/2017 09:00:00 AM";"Adoption";"08/12/2017 01:21:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";2
"A731785";1;"07/28/2016 07:01:00 PM";"Euthanasia";"07/27/2016 02:28:00 PM";"Stray";"Domestic Shorthair Mix";"Blue/White";2
"A706860";28;"08/01/2015 06:19:00 PM";"Adoption";"07/04/2015 11:42:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";24
"A705654";6;"06/26/2015 09:42:00 AM";"Euthanasia";"06/20/2015 12:46:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";1
"A700486";1;"04/15/2015 09:00:00 AM";"Transfer";"04/14/2015 12:07:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";9
"A680815";5;"06/13/2014 04:49:00 PM";"Transfer";"06/08/2014 12:25:00 PM";"Stray";"Domestic Medium Hair Mix";"Calico";1
"A770538";3;"04/24/2018 07:50:00 PM";"Transfer";"04/21/2018 11:19:00 AM";"Stray";"Domestic Medium Hair Mix";"Blue/White";36
"A667378";70;"01/26/2014 04:41:00 PM";"Adoption";"11/17/2013 11:12:00 AM";"Stray";"Bengal Mix";"Brown Tabby";12
"A684709";1;"07/28/2014 09:00:00 AM";"Transfer";"07/27/2014 02:12:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A684341";1;"07/23/2014 02:35:00 PM";"Transfer";"07/22/2014 11:34:00 AM";"Stray";"Snowshoe Mix";"Seal Point";4
"A712825";13;"10/11/2015 02:08:00 PM";"Transfer";"09/28/2015 05:54:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";2
"A691550";14;"11/20/2014 12:36:00 PM";"Transfer";"11/06/2014 11:11:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby/White";1
"A714222";50;"12/08/2015 09:42:00 AM";"Adoption";"10/19/2015 05:04:00 PM";"Stray";"Domestic Medium Hair Mix";"Black/White";4
"A748234";47;"06/17/2017 06:23:00 PM";"Adoption";"05/01/2017 09:40:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A682745";16;"07/18/2014 12:56:00 PM";"Transfer";"07/02/2014 12:52:00 PM";"Public Assist";"Domestic Shorthair Mix";"Torbie";9
"A731619";1;"07/26/2016 09:00:00 AM";"Transfer";"07/25/2016 11:02:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";7
"A750389";29;"06/24/2017 06:24:00 PM";"Adoption";"05/26/2017 04:08:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A719328";13;"01/30/2016 04:37:00 PM";"Adoption";"01/17/2016 02:34:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A705284";4;"06/19/2015 05:43:00 PM";"Adoption";"06/15/2015 01:59:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A740829";53;"02/15/2017 11:35:00 AM";"Adoption";"12/24/2016 08:21:00 AM";"Stray";"Domestic Medium Hair Mix";"White/Brown Tabby";1
"A724435";1;"04/18/2016 10:39:00 AM";"Euthanasia";"04/17/2016 02:38:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";12
"A766828";4;"02/21/2018 12:00:00 AM";"Transfer";"02/17/2018 03:59:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";36
"A704564";18;"06/24/2015 04:45:00 PM";"Transfer";"06/06/2015 11:23:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";1
"A735685";56;"11/22/2016 01:29:00 PM";"Adoption";"09/27/2016 12:41:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";4
"A710007";1;"08/16/2015 09:00:00 AM";"Transfer";"08/15/2015 04:57:00 PM";"Stray";"Domestic Shorthair Mix";"Black";12
"A692586";7;"11/30/2014 06:22:00 PM";"Adoption";"11/23/2014 11:02:00 AM";"Stray";"Domestic Medium Hair Mix";"Black/White";1
"A709035";12;"08/16/2015 12:05:00 PM";"Adoption";"08/04/2015 11:22:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A755587";6;"08/11/2017 01:40:00 PM";"Transfer";"08/05/2017 11:53:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A714027";6;"10/23/2015 06:47:00 PM";"Adoption";"10/17/2015 09:30:00 AM";"Stray";"Domestic Longhair Mix";"Blue/White";60
"A757207";179;"02/26/2018 05:31:00 PM";"Adoption";"08/31/2017 12:55:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby";12
"A705349";33;"07/19/2015 03:16:00 PM";"Adoption";"06/16/2015 11:26:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A681268";37;"03/14/2015 05:58:00 PM";"Adoption";"02/05/2015 04:10:00 PM";"Stray";"Siamese Mix";"Seal Point";24
"A747942";98;"08/03/2017 02:45:00 PM";"Adoption";"04/27/2017 11:00:00 AM";"Stray";"Domestic Shorthair Mix";"Black";1
"A741692";1;"01/07/2017 09:00:00 AM";"Transfer";"01/06/2017 03:00:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";12
"A748778";2;"05/08/2017 12:52:00 PM";"Transfer";"05/06/2017 03:11:00 PM";"Stray";"Siamese Mix";"Lynx Point";3
"A683923";1;"07/18/2014 09:00:00 AM";"Transfer";"07/17/2014 10:42:00 AM";"Stray";"Siamese Mix";"Flame Point";60
"A731768";1;"07/28/2016 09:59:00 AM";"Transfer";"07/27/2016 12:39:00 PM";"Stray";"Siamese Mix";"White/Black";4
"A707858";3;"07/22/2015 05:43:00 PM";"Adoption";"07/19/2015 11:47:00 AM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";1
"A705869";31;"07/23/2015 06:42:00 PM";"Adoption";"06/22/2015 12:20:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";1
"A690270";3;"10/20/2014 09:00:00 AM";"Transfer";"10/17/2014 11:06:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";12
"A747981";4;"05/01/2017 07:00:00 PM";"Adoption";"04/27/2017 04:22:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A674742";6;"03/23/2014 07:08:00 PM";"Adoption";"03/17/2014 05:11:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black Smoke";9
"A678597";38;"06/17/2014 01:50:00 PM";"Transfer";"05/10/2014 02:53:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Orange Tabby/White";72
"A693100";13;"12/14/2014 04:30:00 PM";"Adoption";"12/01/2014 09:12:00 PM";"Stray";"Domestic Medium Hair Mix";"Orange Tabby/White";5
"A754833";4;"07/29/2017 06:38:00 PM";"Adoption";"07/25/2017 01:29:00 PM";"Stray";"Siamese Mix";"Lynx Point";1
"A688315";96;"12/22/2014 03:37:00 PM";"Adoption";"09/17/2014 09:28:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A686336";94;"11/22/2014 07:40:00 AM";"Adoption";"08/20/2014 02:50:00 PM";"Owner Surrender";"Siamese";"Seal Point";36
"A727313";49;"07/09/2016 06:08:00 PM";"Adoption";"05/21/2016 08:21:00 AM";"Stray";"Domestic Shorthair";"Brown Tabby";3
"A734331";60;"11/04/2016 09:27:00 AM";"Adoption";"09/05/2016 11:26:00 AM";"Stray";"Domestic Shorthair Mix";"White";4
"A683331";12;"07/21/2014 10:43:00 AM";"Transfer";"07/09/2014 12:58:00 PM";"Public Assist";"Domestic Shorthair Mix";"Blue Tabby";12
"A686086";17;"09/02/2014 03:35:00 PM";"Euthanasia";"08/16/2014 01:03:00 PM";"Stray";"Domestic Medium Hair Mix";"Calico";24
"A715811";3;"11/13/2015 01:42:00 PM";"Transfer";"11/10/2015 01:50:00 PM";"Stray";"Domestic Medium Hair Mix";"Blue Tabby";12
"A669006";11;"12/23/2013 11:27:00 AM";"Transfer";"12/12/2013 03:01:00 PM";"Stray";"Domestic Longhair Mix";"Black";11
"A734359";5;"09/10/2016 05:31:00 PM";"Transfer";"09/05/2016 02:56:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";1
"A709036";8;"08/12/2015 04:38:00 PM";"Adoption";"08/04/2015 11:22:00 AM";"Stray";"Domestic Shorthair Mix";"Silver Tabby";1
"A740205";32;"01/13/2017 09:38:00 PM";"Adoption";"12/12/2016 02:54:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";4
"A748794";223;"12/15/2017 08:09:00 AM";"Adoption";"05/06/2017 05:48:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby/White";3
"A677282";32;"05/24/2014 02:46:00 PM";"Adoption";"04/22/2014 11:02:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A763333";6;"12/13/2017 05:11:00 PM";"Transfer";"12/07/2017 06:29:00 PM";"Owner Surrender";"American Shorthair Mix";"Gray Tabby/Black";12
"A733132";1;"08/18/2016 12:51:00 PM";"Transfer";"08/17/2016 05:31:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A701661";8;"05/10/2015 01:18:00 PM";"Adoption";"05/02/2015 05:46:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A695921";8;"02/02/2015 02:58:00 PM";"Adoption";"01/25/2015 02:48:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black";8
"A763034";47;"01/17/2018 01:11:00 PM";"Adoption";"12/01/2017 05:02:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Cream Tabby";4
"A733646";63;"10/27/2016 04:15:00 PM";"Euthanasia";"08/25/2016 11:37:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Seal Point";1
"A767880";2;"03/10/2018 12:37:00 PM";"Transfer";"03/08/2018 02:51:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";168
"A731959";4;"08/03/2016 04:22:00 PM";"Adoption";"07/30/2016 10:07:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";3
"A710106";102;"11/27/2015 04:11:00 PM";"Adoption";"08/17/2015 06:23:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A727487";48;"07/09/2016 04:43:00 PM";"Adoption";"05/22/2016 03:35:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A768805";4;"03/29/2018 04:40:00 PM";"Adoption";"03/25/2018 12:07:00 PM";"Stray";"Domestic Medium Hair Mix";"Black";3
"A685234";14;"08/18/2014 05:59:00 PM";"Adoption";"08/04/2014 02:43:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A682508";11;"07/09/2014 12:02:00 PM";"Transfer";"06/28/2014 03:25:00 PM";"Stray";"Domestic Shorthair Mix";"Black";4
"A766832";28;"03/17/2018 04:03:00 PM";"Adoption";"02/17/2018 04:26:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";12
"A754031";106;"10/28/2017 12:58:00 PM";"Adoption";"07/14/2017 02:00:00 PM";"Stray";"Domestic Medium Hair Mix";"White/Brown Tabby";3
"A700051";3;"04/09/2015 02:17:00 PM";"Transfer";"04/06/2015 11:41:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";0
"A671181";1;"01/21/2014 03:15:00 PM";"Transfer";"01/20/2014 02:56:00 PM";"Stray";"Domestic Longhair Mix";"Black/White";48
"A732759";89;"11/10/2016 10:11:00 AM";"Adoption";"08/13/2016 11:02:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Blue Tabby";120
"A700791";55;"06/13/2015 04:50:00 PM";"Adoption";"04/19/2015 04:00:00 PM";"Owner Surrender";"Maine Coon Mix";"Orange Tabby/White";72
"A751647";8;"06/18/2017 07:01:00 PM";"Adoption";"06/10/2017 03:49:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Calico/White";24
"A706703";66;"09/06/2015 05:27:00 PM";"Adoption";"07/02/2015 11:21:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";2
"A689648";4;"10/11/2014 05:34:00 PM";"Adoption";"10/07/2014 02:59:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"White/Orange Tabby";1
"A712823";13;"10/11/2015 02:08:00 PM";"Transfer";"09/28/2015 05:54:00 PM";"Stray";"Domestic Shorthair Mix";"White/Blue Tabby";2
"A725030";67;"06/30/2016 05:30:00 PM";"Adoption";"04/24/2016 04:14:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";2
"A708399";1;"07/28/2015 11:29:00 AM";"Transfer";"07/27/2015 01:54:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";3
"A705142";9;"06/22/2015 12:57:00 PM";"Transfer";"06/13/2015 04:13:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A667666";6;"11/27/2013 04:09:00 PM";"Transfer";"11/21/2013 10:52:00 AM";"Stray";"Domestic Medium Hair Mix";"Brown Tabby";7
"A751974";5;"06/21/2017 10:57:00 AM";"Transfer";"06/16/2017 11:03:00 AM";"Stray";"Domestic Shorthair Mix";"Black";3
"A714223";50;"12/08/2015 12:54:00 PM";"Adoption";"10/19/2015 05:04:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";4
"A671160";1;"01/22/2014 03:10:00 PM";"Transfer";"01/21/2014 02:15:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";12
"A756512";5;"08/26/2017 12:09:00 PM";"Adoption";"08/21/2017 11:20:00 AM";"Stray";"Domestic Shorthair Mix";"White/Calico";8
"A728638";7;"06/13/2016 02:07:00 PM";"Transfer";"06/06/2016 03:20:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A711413";24;"09/30/2015 12:11:00 PM";"Transfer";"09/06/2015 01:56:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";2
"A744832";40;"04/17/2017 05:50:00 PM";"Adoption";"03/08/2017 12:55:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A706061";24;"07/18/2015 03:34:00 PM";"Adoption";"06/24/2015 11:57:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Tortie";3
"A755672";12;"08/19/2017 09:52:00 AM";"Adoption";"08/07/2017 11:59:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";12
"A720908";8;"02/25/2016 10:11:00 AM";"Euthanasia";"02/17/2016 02:41:00 PM";"Stray";"Domestic Longhair Mix";"Cream Tabby";12
"A750451";22;"06/18/2017 07:07:00 PM";"Adoption";"05/27/2017 01:16:00 PM";"Stray";"Domestic Shorthair Mix";"Cream/White";1
"A752990";6;"07/05/2017 02:37:00 PM";"Transfer";"06/29/2017 04:17:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";3
"A679796";1;"05/27/2014 05:16:00 PM";"Euthanasia";"05/26/2014 02:27:00 PM";"Euthanasia Request";"Domestic Shorthair Mix";"Black";204
"A750384";140;"10/13/2017 10:24:00 AM";"Adoption";"05/26/2017 03:40:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";1
"A676219";1;"04/07/2014 11:01:00 AM";"Euthanasia";"04/06/2014 02:03:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";144
"A732287";1;"08/06/2016 09:00:00 AM";"Transfer";"08/05/2016 01:17:00 PM";"Stray";"Domestic Shorthair Mix";"Black Tabby";12
"A678795";1;"05/13/2014 09:01:00 PM";"Transfer";"05/12/2014 05:55:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";9
"A683335";12;"07/21/2014 10:43:00 AM";"Transfer";"07/09/2014 12:58:00 PM";"Public Assist";"Domestic Shorthair Mix";"Brown Tabby";36
"A708986";6;"08/09/2015 11:46:00 AM";"Transfer";"08/03/2015 02:46:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";7
"A712271";3;"09/23/2015 02:54:00 PM";"Transfer";"09/20/2015 11:21:00 AM";"Stray";"Siamese Mix";"Seal Point";1
"A747946";1;"04/28/2017 09:06:00 AM";"Transfer";"04/27/2017 11:39:00 AM";"Stray";"Domestic Longhair Mix";"Blue";2
"A666085";37;"12/02/2013 04:17:00 PM";"Transfer";"10/26/2013 03:52:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";12
"A666075";4;"10/30/2013 03:14:00 PM";"Transfer";"10/26/2013 02:45:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A689049";29;"10/27/2014 04:53:00 PM";"Transfer";"09/28/2014 02:58:00 PM";"Stray";"Domestic Medium Hair";"Blue Tabby/White";1
"A738013";19;"11/27/2016 01:17:00 PM";"Adoption";"11/08/2016 12:52:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";12
"A695631";4;"01/23/2015 01:28:00 PM";"Transfer";"01/19/2015 03:00:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby/White";36
"A751771";18;"06/30/2017 01:14:00 PM";"Transfer";"06/12/2017 03:07:00 PM";"Owner Surrender";"Maine Coon Mix";"Orange Tabby/White";24
"A708772";1;"08/01/2015 09:00:00 AM";"Transfer";"07/31/2015 12:39:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";12
"A677531";27;"05/23/2014 11:05:00 AM";"Adoption";"04/26/2014 10:46:00 AM";"Stray";"Domestic Shorthair Mix";"Blue";1
"A726558";48;"06/29/2016 06:23:00 PM";"Adoption";"05/12/2016 11:37:00 AM";"Stray";"Domestic Shorthair Mix";"Tortie";4
"A692251";8;"11/25/2014 06:37:00 PM";"Transfer";"11/17/2014 02:34:00 PM";"Stray";"Domestic Shorthair Mix";"Blue";12
"A734748";43;"10/25/2016 06:01:00 PM";"Adoption";"09/12/2016 11:52:00 AM";"Stray";"Domestic Medium Hair Mix";"Black";1
"A767676";23;"03/28/2018 12:18:00 PM";"Adoption";"03/05/2018 12:45:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A721069";24;"03/15/2016 02:09:00 PM";"Adoption";"02/20/2016 01:44:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"White/Blue";108
"A636629";1362;"NA";"Censored";"09/07/2014 04:31:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";48
"A689894";15;"10/26/2014 02:54:00 PM";"Transfer";"10/11/2014 09:25:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Black/White";24
"A722011";171;"08/27/2016 01:19:00 PM";"Adoption";"03/09/2016 11:04:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Black";120
"A723189";4;"04/01/2016 04:20:00 PM";"Transfer";"03/28/2016 12:14:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";24
"A677714";32;"06/03/2014 02:39:00 PM";"Transfer";"05/02/2014 07:46:00 AM";"Owner Surrender";"Domestic Longhair Mix";"Black Tabby/White";8
"A711407";1;"09/07/2015 02:46:00 PM";"Transfer";"09/06/2015 12:50:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";2
"A679337";2;"05/21/2014 08:00:00 AM";"Transfer";"05/19/2014 03:33:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";12
"A689764";10;"10/19/2014 03:52:00 PM";"Adoption";"10/09/2014 12:25:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";2
"A715897";4;"11/15/2015 06:50:00 PM";"Transfer";"11/11/2015 07:45:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";12
"A760876";30;"11/24/2017 05:37:00 PM";"Adoption";"10/25/2017 11:42:00 AM";"Owner Surrender";"Siamese Mix";"Flame Point";12
"A678786";58;"07/09/2014 05:03:00 PM";"Adoption";"05/12/2014 05:11:00 PM";"Stray";"Domestic Shorthair Mix";"Black";1
"A751947";33;"07/18/2017 09:55:00 AM";"Adoption";"06/15/2017 04:39:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A760987";5;"11/01/2017 10:55:00 AM";"Transfer";"10/27/2017 11:46:00 AM";"Stray";"American Shorthair Mix";"Black/White";24
"A748793";223;"12/15/2017 08:09:00 AM";"Adoption";"05/06/2017 05:48:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";3
"A739461";1;"12/04/2016 09:00:00 AM";"Transfer";"12/03/2016 01:06:00 PM";"Stray";"Domestic Longhair Mix";"Tortie";24
"A741640";7;"01/12/2017 12:00:00 AM";"Transfer";"01/05/2017 01:14:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Brown Tabby";6
"A732010";72;"10/11/2016 09:19:00 AM";"Adoption";"07/31/2016 11:23:00 AM";"Stray";"Domestic Shorthair Mix";"Black";1
"A759350";20;"10/20/2017 07:02:00 PM";"Adoption";"09/30/2017 05:20:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";1
"A698635";5;"03/20/2015 11:17:00 AM";"Euthanasia";"03/15/2015 12:01:00 PM";"Stray";"Domestic Longhair Mix";"Calico";5
"A693882";3;"12/19/2014 11:22:00 AM";"Transfer";"12/16/2014 12:20:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Orange Tabby/White";4
"A683416";4;"07/14/2014 07:28:00 PM";"Adoption";"07/10/2014 11:40:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";2
"A725779";23;"05/26/2016 07:07:00 PM";"Euthanasia";"05/03/2016 09:08:00 AM";"Stray";"Domestic Shorthair Mix";"Torbie";12
"A754023";4;"07/18/2017 04:39:00 PM";"Transfer";"07/14/2017 01:19:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";4
"A695073";292;"10/27/2015 10:07:00 AM";"Adoption";"01/08/2015 02:45:00 PM";"Stray";"Domestic Shorthair Mix";"Black";12
"A753589";3;"07/11/2017 07:05:00 PM";"Transfer";"07/08/2017 01:49:00 PM";"Stray";"Domestic Shorthair Mix";"Black/White";4
"A725963";16;"05/20/2016 04:57:00 PM";"Adoption";"05/04/2016 11:57:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";1
"A766637";1;"02/14/2018 04:48:00 PM";"Adoption";"02/13/2018 12:04:00 PM";"Owner Surrender";"Domestic Medium Hair Mix";"Brown Tabby";3
"A755667";66;"10/12/2017 06:19:00 AM";"Adoption";"08/07/2017 11:40:00 AM";"Stray";"Domestic Shorthair Mix";"Tortie/White";4
"A673321";9;"03/03/2014 05:03:00 PM";"Adoption";"02/22/2014 10:28:00 AM";"Stray";"Siamese";"Seal Point";144
"A665401";23;"11/09/2013 06:50:00 PM";"Adoption";"10/17/2013 12:26:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue Tabby/White";1
"A686198";7;"08/25/2014 04:49:00 PM";"Transfer";"08/18/2014 01:34:00 PM";"Owner Surrender";"Domestic Shorthair Mix";"Blue/White";5
"A752521";10;"07/03/2017 05:53:00 PM";"Adoption";"06/23/2017 12:14:00 PM";"Public Assist";"Domestic Medium Hair Mix";"Orange Tabby/White";12
"A748893";18;"05/26/2017 07:01:00 PM";"Adoption";"05/08/2017 12:30:00 PM";"Stray";"Siamese Mix";"Flame Point";5
"A771739";23;"NA";"Censored";"05/08/2018 11:22:00 AM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";3
"A731634";50;"09/13/2016 12:00:00 AM";"Transfer";"07/25/2016 11:56:00 AM";"Stray";"Domestic Shorthair Mix";"Black";1
"A718390";10;"01/08/2016 06:46:00 PM";"Transfer";"12/29/2015 11:22:00 AM";"Stray";"Domestic Medium Hair Mix";"Orange Tabby";12
"A702355";13;"05/25/2015 02:13:00 PM";"Transfer";"05/12/2015 02:37:00 PM";"Stray";"Domestic Shorthair Mix";"Calico Point";1
"A737704";16;"11/18/2016 04:01:00 PM";"Transfer";"11/02/2016 06:25:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";24
"A755530";9;"08/13/2017 03:15:00 PM";"Adoption";"08/04/2017 02:10:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby/White";1
"A729014";5;"06/17/2016 05:15:00 PM";"Adoption";"06/12/2016 01:53:00 PM";"Stray";"Domestic Shorthair Mix";"Blue/White";1
"A680408";7;"06/09/2014 03:50:00 PM";"Transfer";"06/02/2014 01:44:00 PM";"Stray";"Domestic Shorthair Mix";"Orange Tabby";4
"A735350";7;"09/29/2016 01:04:00 PM";"Transfer";"09/22/2016 04:18:00 PM";"Stray";"Domestic Shorthair Mix";"Tortie";1
"A665551";54;"12/12/2013 01:11:00 PM";"Transfer";"10/19/2013 11:36:00 AM";"Stray";"Domestic Shorthair Mix";"Black/White";12
"A725668";4;"05/05/2016 07:00:00 PM";"Transfer";"05/01/2016 03:37:00 PM";"Stray";"Domestic Shorthair Mix";"Torbie";24
"A695912";1;"01/26/2015 09:00:00 AM";"Transfer";"01/25/2015 12:58:00 PM";"Stray";"Domestic Longhair Mix";"Blue";12
"A728432";14;"06/18/2016 04:49:00 PM";"Transfer";"06/04/2016 11:18:00 AM";"Public Assist";"Domestic Shorthair Mix";"Brown Tabby";24
"A726972";53;"07/09/2016 05:52:00 PM";"Adoption";"05/17/2016 11:30:00 AM";"Stray";"Domestic Shorthair Mix";"Black";4
"A677914";1;"05/01/2014 04:24:00 PM";"Transfer";"04/30/2014 12:54:00 PM";"Stray";"Domestic Shorthair Mix";"Calico";48
"A688977";1;"09/28/2014 09:00:00 AM";"Transfer";"09/27/2014 01:11:00 PM";"Stray";"Siamese Mix";"Seal Point";6
"A738289";21;"12/03/2016 04:34:00 PM";"Adoption";"11/12/2016 12:28:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby/White";4
"A729331";1;"06/17/2016 09:08:00 AM";"Transfer";"06/16/2016 01:09:00 PM";"Stray";"Domestic Medium Hair Mix";"Blue/White";1
"A756763";26;"09/20/2017 05:49:00 PM";"Adoption";"08/25/2017 12:08:00 AM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A762932";22;"12/22/2017 01:17:00 PM";"Transfer";"11/30/2017 11:26:00 AM";"Owner Surrender";"Domestic Shorthair Mix";"Blue Tabby";12
"A754913";32;"08/27/2017 06:07:00 PM";"Adoption";"07/26/2017 02:45:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";4
"A683810";6;"08/09/2014 06:56:00 PM";"Adoption";"08/03/2014 12:04:00 PM";"Owner Surrender";"Siamese Mix";"Lynx Point";84
"A672193";124;"06/09/2014 01:46:00 PM";"Euthanasia";"02/05/2014 02:52:00 PM";"Stray";"Domestic Shorthair Mix";"Brown Tabby";1
"A747592";4;"04/25/2017 12:00:00 AM";"Transfer";"04/21/2017 06:31:00 PM";"Stray";"Domestic Shorthair Mix";"Blue Tabby";12
